Estado,Período,Sorotipo,Casos,Ano
Pará,2021-07,1.0,6,2021-06
Goiás,2021-07,1.0,7,2021-06
Distrito Federal,2021-07,1.0,4,2021-06
Rondônia,2021-07,Sem informacao,161,2021-06
Piauí,2021-07,Sem informacao,689,2021-06
Mato Grosso do Sul,2021-07,Sem informacao,615,2021-06
Goiás,2021-07,2.0,1,2021-06
Paraíba,2021-07,2.0,1,2021-06
Paraíba,2021-07,Sem informacao,3804,2021-06
Piauí,2021-07,1.0,4,2021-06
Goiás,2021-08,1.0,3,2021-06
São Paulo,2021-08,Sem informacao,8126,2021-06
São Paulo,2021-08,2.0,1,2021-06
São Paulo,2021-08,1.0,2,2021-06
Rondônia,2021-08,2.0,1,2021-06
Rondônia,2021-08,Sem informacao,139,2021-06
Goiás,2021-08,Sem informacao,2849,2021-06
Ceará,2021-08,1.0,1,2021-06
Amazonas,2021-08,Sem informacao,722,2021-06
Alagoas,2021-08,Sem informacao,1975,2021-06
Alagoas,2021-08,1.0,4,2021-06
Tocantins,2021-08,1.0,19,2021-06
Tocantins,2021-08,2.0,1,2021-06
Sergipe,2021-08,Sem informacao,678,2021-06
Sergipe,2021-08,1.0,1,2021-06
Mato Grosso do Sul,2021-08,2.0,1,2021-06
Mato Grosso do Sul,2021-08,Sem informacao,570,2021-06
Tocantins,2021-08,Sem informacao,651,2021-06
Rio de Janeiro,2021-08,2.0,3,2021-06
Ceará,2021-08,Sem informacao,7856,2021-06
Ceará,2021-08,2.0,23,2021-06
Santa Catarina,2021-08,1.0,2,2021-06
Acre,2021-08,Sem informacao,444,2021-06
Pará,2021-08,1.0,3,2021-06
Bahia,2021-08,1.0,1,2021-06
Bahia,2021-08,Sem informacao,772,2021-06
Amazonas,2021-08,1.0,5,2021-06
Amapá,2021-08,Sem informacao,200,2021-06
Rio de Janeiro,2021-08,Sem informacao,350,2021-06
Rio Grande do Norte,2021-08,Sem informacao,819,2021-06
Rio Grande do Sul,2021-08,Sem informacao,146,2021-06
Pernambuco,2021-08,Sem informacao,6323,2021-06
Pernambuco,2021-08,2.0,3,2021-06
Roraima,2021-08,Sem informacao,124,2021-06
Santa Catarina,2021-08,Sem informacao,1052,2021-06
Paraíba,2021-08,Sem informacao,3041,2021-06
Paraíba,2021-08,2.0,4,2021-06
Piauí,2021-08,Sem informacao,753,2021-06
Pará,2021-08,Sem informacao,375,2021-06
Distrito Federal,2021-08,Sem informacao,907,2021-06
Mato Grosso,2021-08,Sem informacao,1170,2021-06
Distrito Federal,2021-08,1.0,2,2021-06
Maranhão,2021-08,1.0,3,2021-06
Paraná,2021-08,2.0,3,2021-06
Paraná,2021-08,Sem informacao,2745,2021-06
Minas Gerais,2021-08,Sem informacao,1734,2021-06
Maranhão,2021-08,Sem informacao,78,2021-06
Mato Grosso,2021-08,1.0,3,2021-06
Alagoas,2021-09,1.0,3,2021-06
Ceará,2021-09,2.0,6,2021-06
Ceará,2021-09,Sem informacao,3986,2021-06
Maranhão,2021-09,Sem informacao,72,2021-06
Pernambuco,2021-09,Sem informacao,4423,2021-06
Paraíba,2021-09,Sem informacao,2473,2021-06
Paraíba,2021-09,2.0,1,2021-06
Rio de Janeiro,2021-09,Sem informacao,299,2021-06
Maranhão,2021-09,1.0,2,2021-06
Tocantins,2021-09,1.0,12,2021-06
Rio Grande do Norte,2021-09,Sem informacao,569,2021-06
Mato Grosso do Sul,2021-09,Sem informacao,609,2021-06
São Paulo,2021-09,Sem informacao,8160,2021-06
Piauí,2021-09,Sem informacao,391,2021-06
São Paulo,2021-09,1.0,4,2021-06
Sergipe,2021-09,1.0,2,2021-06
Sergipe,2021-09,2.0,1,2021-06
Sergipe,2021-09,Sem informacao,558,2021-06
Distrito Federal,2021-09,Sem informacao,782,2021-06
Tocantins,2021-09,Sem informacao,539,2021-06
Pernambuco,2021-09,2.0,1,2021-06
Pará,2021-09,1.0,2,2021-06
Rio Grande do Sul,2021-09,Sem informacao,129,2021-06
Mato Grosso,2021-09,1.0,2,2021-06
Goiás,2021-09,1.0,4,2021-06
Goiás,2021-09,Sem informacao,2412,2021-06
Amapá,2021-09,Sem informacao,140,2021-06
Mato Grosso,2021-09,Sem informacao,863,2021-06
Bahia,2021-09,Sem informacao,574,2021-06
Amazonas,2021-09,1.0,2,2021-06
Amazonas,2021-09,Sem informacao,479,2021-06
Rondônia,2021-09,Sem informacao,66,2021-06
Bahia,2021-09,1.0,2,2021-06
Minas Gerais,2021-09,Sem informacao,1848,2021-06
Santa Catarina,2021-09,Sem informacao,681,2021-06
Paraná,2021-09,Sem informacao,3103,2021-06
Alagoas,2021-09,Sem informacao,1660,2021-06
Paraná,2021-09,1.0,2,2021-06
Roraima,2021-09,Sem informacao,87,2021-06
Pará,2021-09,Sem informacao,268,2021-06
Acre,2021-09,Sem informacao,395,2021-06
Santa Catarina,2021-09,1.0,1,2021-06
São Paulo,2021-10,Sem informacao,7169,2021-06
Paraná,2021-10,1.0,1,2021-06
Rio Grande do Norte,2021-10,Sem informacao,482,2021-06
Paraná,2021-10,2.0,1,2021-06
São Paulo,2021-10,1.0,3,2021-06
Paraíba,2021-10,2.0,1,2021-06
Amazonas,2021-10,1.0,2,2021-06
Amazonas,2021-10,Sem informacao,365,2021-06
Tocantins,2021-10,1.0,11,2021-06
Tocantins,2021-10,2.0,2,2021-06
Tocantins,2021-10,Sem informacao,634,2021-06
Santa Catarina,2021-10,Sem informacao,638,2021-06
Roraima,2021-10,Sem informacao,46,2021-06
Paraíba,2021-10,Sem informacao,1862,2021-06
Paraíba,2021-10,1.0,1,2021-06
Paraná,2021-10,Sem informacao,2682,2021-06
Alagoas,2021-10,Sem informacao,1163,2021-06
Bahia,2021-10,1.0,2,2021-06
Bahia,2021-10,3.0,1,2021-06
Bahia,2021-10,Sem informacao,522,2021-06
Rondônia,2021-10,Sem informacao,85,2021-06
Amapá,2021-10,Sem informacao,102,2021-06
Goiás,2021-10,1.0,6,2021-06
Goiás,2021-10,Sem informacao,2668,2021-06
Minas Gerais,2021-10,Sem informacao,1691,2021-06
Minas Gerais,2021-10,4.0,1,2021-06
Minas Gerais,2021-10,1.0,1,2021-06
Mato Grosso,2021-10,Sem informacao,1173,2021-06
Acre,2021-10,Sem informacao,645,2021-06
Ceará,2021-10,Sem informacao,2495,2021-06
Pará,2021-10,1.0,2,2021-06
Rio Grande do Sul,2021-10,Sem informacao,153,2021-06
Maranhão,2021-10,Sem informacao,49,2021-06
Pará,2021-10,Sem informacao,244,2021-06
Mato Grosso do Sul,2021-10,Sem informacao,607,2021-06
Pernambuco,2021-10,2.0,1,2021-06
Pernambuco,2021-10,Sem informacao,2881,2021-06
Distrito Federal,2021-10,Sem informacao,646,2021-06
Distrito Federal,2021-10,1.0,1,2021-06
Piauí,2021-10,1.0,1,2021-06
Piauí,2021-10,Sem informacao,129,2021-06
Sergipe,2021-10,Sem informacao,443,2021-06
Sergipe,2021-10,2.0,2,2021-06
Rio de Janeiro,2021-10,Sem informacao,195,2021-06
Sergipe,2021-10,1.0,3,2021-06
Distrito Federal,2021-11,Sem informacao,1014,2021-06
Distrito Federal,2021-11,1.0,1,2021-06
Minas Gerais,2021-11,Sem informacao,2550,2021-06
Piauí,2021-11,Sem informacao,175,2021-06
Rio Grande do Sul,2021-11,Sem informacao,174,2021-06
Mato Grosso,2021-11,1.0,3,2021-06
Pernambuco,2021-11,Sem informacao,2158,2021-06
Mato Grosso,2021-11,2.0,1,2021-06
Mato Grosso,2021-11,Sem informacao,2222,2021-06
Bahia,2021-11,1.0,3,2021-06
Roraima,2021-11,Sem informacao,42,2021-06
Bahia,2021-11,Sem informacao,893,2021-06
Santa Catarina,2021-11,Sem informacao,782,2021-06
Paraíba,2021-11,Sem informacao,1766,2021-06
Paraná,2021-11,Sem informacao,3054,2021-06
Pará,2021-11,Sem informacao,764,2021-06
Maranhão,2021-11,Sem informacao,72,2021-06
Alagoas,2021-11,1.0,4,2021-06
Mato Grosso do Sul,2021-11,Sem informacao,813,2021-06
Rio de Janeiro,2021-11,1.0,1,2021-06
Tocantins,2021-11,1.0,75,2021-06
Tocantins,2021-11,2.0,9,2021-06
Sergipe,2021-11,Sem informacao,515,2021-06
Rio Grande do Norte,2021-11,Sem informacao,527,2021-06
Rio de Janeiro,2021-11,2.0,1,2021-06
Pará,2021-11,1.0,3,2021-06
Rio de Janeiro,2021-11,Sem informacao,215,2021-06
São Paulo,2021-11,1.0,2,2021-06
São Paulo,2021-11,Sem informacao,8717,2021-06
Rio Grande do Norte,2021-11,1.0,1,2021-06
Sergipe,2021-11,2.0,1,2021-06
Alagoas,2021-11,Sem informacao,857,2021-06
Ceará,2021-11,Sem informacao,2102,2021-06
Acre,2021-11,Sem informacao,909,2021-06
Tocantins,2021-11,Sem informacao,2096,2021-06
Amazonas,2021-11,Sem informacao,500,2021-06
Amazonas,2021-11,1.0,1,2021-06
Goiás,2021-11,Sem informacao,5296,2021-06
Goiás,2021-11,1.0,43,2021-06
Amapá,2021-11,Sem informacao,80,2021-06
Rondônia,2021-11,Sem informacao,360,2021-06
Mato Grosso do Sul,2021-11,1.0,2,2021-06
Tocantins,2021-12,Sem informacao,7573,2021-06
Pernambuco,2021-12,2.0,2,2021-06
Rio de Janeiro,2021-12,Sem informacao,294,2021-06
Santa Catarina,2021-12,Sem informacao,1087,2021-06
Maranhão,2021-12,Sem informacao,202,2021-06
Santa Catarina,2021-12,1.0,1,2021-06
Rio Grande do Norte,2021-12,1.0,2,2021-06
Bahia,2021-12,1.0,2,2021-06
Rio Grande do Norte,2021-12,Sem informacao,542,2021-06
Tocantins,2021-12,4.0,1,2021-06
Tocantins,2021-12,2.0,15,2021-06
Bahia,2021-12,Sem informacao,2013,2021-06
Rio de Janeiro,2021-12,2.0,2,2021-06
Tocantins,2021-12,1.0,567,2021-06
Paraíba,2021-12,2.0,6,2021-06
Mato Grosso do Sul,2021-12,Sem informacao,988,2021-06
Maranhão,2021-12,1.0,1,2021-06
Acre,2021-12,Sem informacao,2007,2021-06
Goiás,2021-12,Sem informacao,17476,2021-06
Goiás,2021-12,4.0,1,2021-06
Goiás,2021-12,2.0,2,2021-06
Goiás,2021-12,1.0,26,2021-06
Amapá,2021-12,Sem informacao,96,2021-06
Rondônia,2021-12,Sem informacao,742,2021-06
Mato Grosso do Sul,2021-12,1.0,4,2021-06
Minas Gerais,2021-12,Sem informacao,3838,2021-06
Mato Grosso,2021-12,1.0,17,2021-06
Mato Grosso,2021-12,Sem informacao,5329,2021-06
Pará,2021-12,1.0,4,2021-06
Pará,2021-12,Sem informacao,2296,2021-06
Rio Grande do Sul,2021-12,1.0,1,2021-06
Rio Grande do Sul,2021-12,Sem informacao,225,2021-06
Piauí,2021-12,Sem informacao,383,2021-06
Distrito Federal,2021-12,1.0,15,2021-06
Distrito Federal,2021-12,Sem informacao,2942,2021-06
Minas Gerais,2021-12,1.0,3,2021-06
Ceará,2021-12,Sem informacao,2407,2021-06
Ceará,2021-12,1.0,1,2021-06
Paraná,2021-12,2.0,1,2021-06
Amazonas,2021-12,Sem informacao,646,2021-06
Pernambuco,2021-12,Sem informacao,2412,2021-06
São Paulo,2021-12,Sem informacao,15203,2021-06
São Paulo,2021-12,2.0,1,2021-06
Paraíba,2021-12,Sem informacao,1548,2021-06
Paraná,2021-12,Sem informacao,3089,2021-06
São Paulo,2021-12,1.0,10,2021-06
Paraná,2021-12,1.0,8,2021-06
Sergipe,2021-12,1.0,1,2021-06
Sergipe,2021-12,2.0,3,2021-06
Sergipe,2021-12,Sem informacao,523,2021-06
Roraima,2021-12,Sem informacao,29,2021-06
Alagoas,2021-12,Sem informacao,798,2021-06
Pará,2022-01,1.0,8,2022-06
Pará,2022-01,Sem informacao,893,2022-06
Ceará,2022-01,1.0,1,2022-06
Rio Grande do Sul,2022-01,Sem informacao,139,2022-06
Paraíba,2022-01,2.0,7,2022-06
Maranhão,2022-01,Sem informacao,156,2022-06
Rio Grande do Sul,2022-01,1.0,13,2022-06
Paraíba,2022-01,Sem informacao,514,2022-06
Alagoas,2022-01,Sem informacao,172,2022-06
Rio Grande do Norte,2022-01,Sem informacao,197,2022-06
Ceará,2022-01,2.0,1,2022-06
Rio Grande do Norte,2022-01,1.0,1,2022-06
Goiás,2022-01,1.0,51,2022-06
Goiás,2022-01,2.0,2,2022-06
Goiás,2022-01,4.0,2,2022-06
Distrito Federal,2022-01,1.0,10,2022-06
Goiás,2022-01,Sem informacao,15260,2022-06
Ceará,2022-01,Sem informacao,371,2022-06
Roraima,2022-01,Sem informacao,2,2022-06
Pernambuco,2022-01,Sem informacao,303,2022-06
Distrito Federal,2022-01,Sem informacao,3221,2022-06
São Paulo,2022-01,2.0,1,2022-06
Minas Gerais,2022-01,1.0,1,2022-06
Minas Gerais,2022-01,Sem informacao,2534,2022-06
Rondônia,2022-01,Sem informacao,1007,2022-06
Rondônia,2022-01,2.0,1,2022-06
Rondônia,2022-01,1.0,3,2022-06
Amapá,2022-01,Sem informacao,14,2022-06
Paraná,2022-01,1.0,21,2022-06
Rio de Janeiro,2022-01,Sem informacao,74,2022-06
Mato Grosso do Sul,2022-01,1.0,1,2022-06
Santa Catarina,2022-01,Sem informacao,76,2022-06
Acre,2022-01,Sem informacao,713,2022-06
São Paulo,2022-01,Sem informacao,6826,2022-06
São Paulo,2022-01,1.0,45,2022-06
Sergipe,2022-01,Sem informacao,26,2022-06
Amazonas,2022-01,Sem informacao,222,2022-06
Paraná,2022-01,Sem informacao,500,2022-06
Mato Grosso do Sul,2022-01,Sem informacao,402,2022-06
Rio de Janeiro,2022-01,2.0,1,2022-06
Amazonas,2022-01,1.0,12,2022-06
Bahia,2022-01,2.0,1,2022-06
Bahia,2022-01,1.0,5,2022-06
Tocantins,2022-01,Sem informacao,3826,2022-06
Tocantins,2022-01,2.0,9,2022-06
Tocantins,2022-01,1.0,355,2022-06
Mato Grosso,2022-01,Sem informacao,3791,2022-06
Piauí,2022-01,Sem informacao,398,2022-06
Bahia,2022-01,Sem informacao,1319,2022-06
Mato Grosso,2022-01,2.0,1,2022-06
Mato Grosso,2022-01,1.0,3,2022-06
Amazonas,2022-02,1.0,31,2022-06
Ceará,2022-02,2.0,16,2022-06
Ceará,2022-02,Sem informacao,962,2022-06
São Paulo,2022-02,2.0,7,2022-06
São Paulo,2022-02,1.0,209,2022-06
Piauí,2022-02,Sem informacao,1372,2022-06
Tocantins,2022-02,1.0,315,2022-06
Piauí,2022-02,1.0,22,2022-06
Alagoas,2022-02,Sem informacao,381,2022-06
Rio Grande do Sul,2022-02,1.0,19,2022-06
Paraíba,2022-02,Sem informacao,1096,2022-06
Ceará,2022-02,1.0,1,2022-06
Rio Grande do Sul,2022-02,Sem informacao,668,2022-06
Paraíba,2022-02,2.0,10,2022-06
Roraima,2022-02,Sem informacao,1,2022-06
Paraíba,2022-02,1.0,3,2022-06
Amazonas,2022-02,2.0,1,2022-06
Amazonas,2022-02,Sem informacao,372,2022-06
São Paulo,2022-02,Sem informacao,13586,2022-06
Goiás,2022-02,1.0,135,2022-06
Goiás,2022-02,4.0,3,2022-06
Minas Gerais,2022-02,1.0,7,2022-06
Minas Gerais,2022-02,2.0,1,2022-06
Minas Gerais,2022-02,Sem informacao,3803,2022-06
Rondônia,2022-02,Sem informacao,1363,2022-06
Rondônia,2022-02,2.0,1,2022-06
Rondônia,2022-02,1.0,2,2022-06
Mato Grosso,2022-02,1.0,12,2022-06
Amapá,2022-02,Sem informacao,39,2022-06
Goiás,2022-02,Sem informacao,25312,2022-06
