Período,Sorotipo,Casos,Ano,CasosExtrap,Porcentagem
2022-10,1,380,2022-06,19421.0,94.06
2022-10,2,23,2022-06,1176.0,5.7
2022-11,1,940,2022-06,22777.0,95.14
2022-11,2,47,2022-06,1139.0,4.76
2022-11,4,1,2022-06,24.0,0.1
2022-12,1,811,2022-06,29010.0,94.85
2022-12,2,43,2022-06,1538.0,5.03
2022-12,4,1,2022-06,36.0,0.12
2023-01,3,1,2023-06,39.0,0.07
2023-01,2,167,2023-06,6594.0,11.65
2023-01,1,1265,2023-06,49952.0,88.28
2023-02,1,2529,2023-06,111584.0,90.58
2023-02,2,259,2023-06,11428.0,9.28
2023-02,3,1,2023-06,44.0,0.04
2023-02,4,3,2023-06,132.0,0.11
2023-03,1,6248,2023-06,275723.0,93.1
2023-03,2,454,2023-06,20035.0,6.77
2023-03,3,5,2023-06,221.0,0.07
2023-03,4,4,2023-06,177.0,0.06
2023-04,3,1,2023-06,39.0,0.01
2023-04,4,1,2023-06,39.0,0.01
2023-04,2,608,2023-06,23696.0,6.08
2023-04,1,9396,2023-06,366190.0,93.9
2023-05,1,7549,2023-06,277306.0,91.47
2023-05,2,701,2023-06,25751.0,8.49
2023-05,3,1,2023-06,37.0,0.01
2023-05,4,2,2023-06,73.0,0.02
2023-06,1,3588,2023-06,91265.0,87.71
2023-06,2,500,2023-06,12718.0,12.22
2023-06,3,3,2023-06,76.0,0.07
2023-07,4,1,2023-06,18.0,0.04
2023-07,3,2,2023-06,37.0,0.09
2023-07,2,498,2023-06,9125.0,21.85
2023-07,1,1778,2023-06,32580.0,78.02
2023-08,1,1047,2023-06,19244.0,68.7
2023-08,2,448,2023-06,8234.0,29.4
2023-08,3,28,2023-06,515.0,1.84
2023-08,4,1,2023-06,18.0,0.06
2023-09,1,414,2023-06,12549.0,58.72
2023-09,2,262,2023-06,7942.0,37.16
2023-09,3,29,2023-06,879.0,4.11
2023-10,3,6,2023-06,215.0,0.87
2023-10,2,230,2023-06,8254.0,33.38
2023-10,1,453,2023-06,16257.0,65.75
2023-11,1,1177,2023-06,27527.0,71.03
2023-11,2,460,2023-06,10758.0,27.76
2023-11,3,17,2023-06,398.0,1.03
2023-11,4,3,2023-06,70.0,0.18
2023-12,4,2,2023-06,44.0,0.05
2023-12,3,12,2023-06,264.0,0.31
2023-12,2,1287,2023-06,28291.0,33.35
2023-12,1,2558,2023-06,56230.0,66.29
2024-01,1,13988,2024-06,226743.0,64.31
2024-01,2,7662,2024-06,124200.0,35.22
2024-01,3,96,2024-06,1556.0,0.44
2024-01,4,6,2024-06,97.0,0.03
2024-02,4,11,2024-06,416.0,0.04
2024-02,3,159,2024-06,6009.0,0.59
2024-02,1,18888,2024-06,713868.0,69.79
2024-02,2,8007,2024-06,302623.0,29.58
2024-03,3,45,2024-06,6095.0,0.45
2024-03,4,8,2024-06,1084.0,0.08
2024-03,1,6501,2024-06,880578.0,65.5
2024-03,2,3371,2024-06,456611.0,33.96
2024-04,2,34,2024-06,38188.0,26.56
2024-04,1,94,2024-06,105577.0,73.44
