Estado;Ano;Sorotipo;Casos
Sergipe;2020-06;1.0;9
Sergipe;2020-06;2.0;4
Sergipe;2020-06;Sem informacao;5267
Sergipe;2021-06;1.0;8
Sergipe;2021-06;2.0;7
Sergipe;2021-06;Sem informacao;4526
Sergipe;2022-06;1.0;111
Sergipe;2022-06;2.0;406
Sergipe;2022-06;4.0;1
Sergipe;2022-06;Sem informacao;4738
Sergipe;2023-06;1.0;136
Sergipe;2023-06;2.0;275
Sergipe;2023-06;Sem informacao;2537
Sergipe;2024-06;1.0;37
Sergipe;2024-06;2.0;42
Sergipe;2024-06;Sem informacao;2878
São Paulo;2007-06;1.0;229
São Paulo;2007-06;2.0;9
São Paulo;2007-06;3.0;265
São Paulo;2007-06;4.0;75
São Paulo;2007-06;Sem informacao;187060
São Paulo;2009-06;1.0;228
São Paulo;2009-06;2.0;19
São Paulo;2009-06;3.0;145
São Paulo;2009-06;4.0;11
São Paulo;2009-06;Sem informacao;43709
São Paulo;2010-06;1.0;572
São Paulo;2010-06;2.0;104
São Paulo;2010-06;3.0;20
São Paulo;2010-06;4.0;12
São Paulo;2010-06;Sem informacao;304380
São Paulo;2011-06;1.0;916
São Paulo;2011-06;2.0;22
São Paulo;2011-06;3.0;3
São Paulo;2011-06;4.0;26
São Paulo;2011-06;Sem informacao;234095
São Paulo;2012-06;1.0;367
São Paulo;2012-06;2.0;64
São Paulo;2012-06;3.0;1
São Paulo;2012-06;4.0;274
São Paulo;2012-06;Sem informacao;96092
São Paulo;2013-06;1.0;948
São Paulo;2013-06;2.0;22
São Paulo;2013-06;4.0;679
São Paulo;2013-06;Sem informacao;407133
São Paulo;2014-06;1.0;1067
São Paulo;2014-06;2.0;12
São Paulo;2014-06;4.0;67
São Paulo;2014-06;Sem informacao;383970
São Paulo;2015-06;1.0;1439
São Paulo;2015-06;2.0;21
São Paulo;2015-06;3.0;4
São Paulo;2015-06;4.0;141
São Paulo;2015-06;Sem informacao;1031465
São Paulo;2016-06;1.0;371
São Paulo;2016-06;2.0;55
São Paulo;2016-06;3.0;4
São Paulo;2016-06;4.0;53
São Paulo;2016-06;Sem informacao;465148
São Paulo;2017-06;1.0;21
São Paulo;2017-06;2.0;11
São Paulo;2017-06;3.0;6
São Paulo;2017-06;Sem informacao;83957
São Paulo;2018-06;1.0;107
São Paulo;2018-06;2.0;257
São Paulo;2018-06;3.0;1
São Paulo;2018-06;Sem informacao;76624
São Paulo;2019-06;1.0;240
São Paulo;2019-06;2.0;1911
São Paulo;2019-06;3.0;1
São Paulo;2019-06;4.0;4
São Paulo;2019-06;Sem informacao;717017
São Paulo;2020-06;1.0;198
São Paulo;2020-06;2.0;1013
São Paulo;2020-06;3.0;1
São Paulo;2020-06;4.0;2
São Paulo;2020-06;Sem informacao;396680
São Paulo;2021-06;1.0;494
São Paulo;2021-06;2.0;202
São Paulo;2021-06;Sem informacao;348151
São Paulo;2022-06;1.0;1732
São Paulo;2022-06;2.0;56
São Paulo;2022-06;Sem informacao;349378
São Paulo;2023-06;1.0;2825
São Paulo;2023-06;2.0;243
São Paulo;2023-06;3.0;16
São Paulo;2023-06;Sem informacao;334233
São Paulo;2024-06;1.0;1288
São Paulo;2024-06;2.0;658
São Paulo;2024-06;3.0;20
São Paulo;2024-06;4.0;1
São Paulo;2024-06;Sem informacao;645629
Tocantins;2007-06;1.0;62
Tocantins;2007-06;2.0;1
Tocantins;2007-06;3.0;14
Tocantins;2007-06;4.0;1
Tocantins;2007-06;Sem informacao;22016
Tocantins;2009-06;1.0;20
Tocantins;2009-06;2.0;2
Tocantins;2009-06;4.0;2
Tocantins;2009-06;Sem informacao;10202
Tocantins;2010-06;1.0;107
Tocantins;2010-06;2.0;5
Tocantins;2010-06;4.0;3
Tocantins;2010-06;Sem informacao;17268
Tocantins;2011-06;1.0;38
Tocantins;2011-06;2.0;5
Tocantins;2011-06;4.0;1
Tocantins;2011-06;Sem informacao;22493
Tocantins;2012-06;1.0;7
Tocantins;2012-06;3.0;1
Tocantins;2012-06;4.0;27
Tocantins;2012-06;Sem informacao;25963
Tocantins;2013-06;1.0;17
Tocantins;2013-06;4.0;11
Tocantins;2013-06;Sem informacao;21197
Tocantins;2014-06;1.0;9
Tocantins;2014-06;4.0;5
Tocantins;2014-06;Sem informacao;10396
Tocantins;2015-06;1.0;14
Tocantins;2015-06;2.0;1
Tocantins;2015-06;4.0;1
Tocantins;2015-06;Sem informacao;19139
Tocantins;2016-06;1.0;4
Tocantins;2016-06;4.0;1
Tocantins;2016-06;Sem informacao;19881
Tocantins;2017-06;1.0;15
Tocantins;2017-06;2.0;4
Tocantins;2017-06;3.0;1
Tocantins;2017-06;4.0;2
Tocantins;2017-06;Sem informacao;14860
Tocantins;2018-06;1.0;9
Tocantins;2018-06;2.0;134
Tocantins;2018-06;Sem informacao;8095
Tocantins;2019-06;1.0;16
Tocantins;2019-06;2.0;264
Tocantins;2019-06;Sem informacao;30621
Tocantins;2020-06;1.0;8
Tocantins;2020-06;2.0;48
Tocantins;2020-06;Sem informacao;5537
Tocantins;2021-06;1.0;748
Tocantins;2021-06;2.0;35
Tocantins;2021-06;4.0;1
Tocantins;2021-06;Sem informacao;16430
Tocantins;2022-06;1.0;1029
Tocantins;2022-06;2.0;45
Tocantins;2022-06;Sem informacao;19881
Tocantins;2023-06;1.0;49
Tocantins;2023-06;2.0;26
Tocantins;2023-06;Sem informacao;3222
Tocantins;2024-06;1.0;37
Tocantins;2024-06;2.0;58
Tocantins;2024-06;Sem informacao;3264
